clean_tweet,class
young nigga turned mr catchmeifyoucanim da field nig wedaopps fukemweball,1
real nigga tho bitch know place,1
weeknd dont save hoe b idunno bout drake,1
weeknd make muzik hoe b im tryna meet woman talkin bout,1
styl gotta get dem tweet nig,0
say im stubborn son bitch,1
amp al je syrie tweet volg maar zij komt er vandaan amp zal je precies uitleggen hoe wat,2
bitch im didnt follow hahaha,1
haha dont remember following ok get pannies bunch cunt,1
p case still trash idgaf anymore,2
damn wanted buy bitch shit tough,1
know bro nigga seen african playing guard handling hoe,1
lebron brought bitch knee chill,1
hoe,1
would cripple military,2
bitch,1
bitch im coming said making plan,1
bitch im talm bout like,1
bitch ion got attitude sorry hoe im shaded rn,1
bitch either bye,1
bitch still subtweets replying though,1
oh bitch couldnt answer mine needed paccage delivered house fucc,1
omg bitch go sleep coincidence huh,1
didnt think knew bird couldnt tamed cajuncharm,2
shes wearing shirt bitch,1
oh sorry hun suck hope heal fast dancerproblems,2
self low black bitch,1
negro pleasei got job lmao,1
shoulda told yeah take home pussy lol,1
bitch bye cant get,1
bitch drunk nah,1
almost ya fucking birthday act right niglet,1
yellow fin edgewater,2
yellow fin,2
would bitch said yea never told stay,1
e nip def perfect,2
brought first allusion shes hoe,1
text niggah,1
yes want fat fat bitch wife,1
really nude trash,2
fuck outta go put trash as ink faggot as self pussy,0
stay talking defending fuckboy as boyfriend go suck youre faggot,0
naw bryan said trash hotel staying somewhere else,2
need accept fact youre hipster faggot,0
way delete tweet stanky bitch,1
pussy,1
gay stfu dumb monkey,0
oh cool though might brownie lol,2
bitch need guidance,1
hi charlie,2
hi charlie great day,2
come charlie government trying protect desert tortoise atleast thats barack obama say,2
homeee fag,1
bitch,1
chase god damn faggot,0
become retarded,1
gone nigguh,0
ima get every time throw trash away really belongs,2
faaaaggggottttt speaking blonde hair confused youre hypocrite cuz youre faggot,0
vegeta super hoe snack goni something fierce buu saga wow,1
cause he faggot,1
dunleavy cracker as honkie,1
mccoy wasnt trash thats td,2
fucc droppin song yu gon drop mixtape nicca,1
damn thot blocked ur fuzzy butt,1
chink thats better rug rat running around yah crib girl enjoy life lol,2
shut chink,0
ok billy goat hair hillbilly,1
said good bye dumb bitch snd said okwhat white devilsi nothing vampire lover blood,1
motherfuckin bullshit slingin son whore disgraced vet ur crap go pussy land u belong,1
dont bitch,1
pussy as nigga,1
dawson nicky hickman delete fake account stop bitch,1
right pussy,1
gun sale skyrocketed gun crime fallen sharply claim contrary using fuzzy math,2
askim would rather drink squirrel pee johnny depps wig charlie chocolate factory,2
call someone faggot say kill pathetic human fucking disgrace,0
dont know talking retarded faggot,0
fugly bitch john dump ur ratchet as,1
ugly flat chested prude as white bitch,1
guess make u black double nigger huh,1
naw u retarded kinfolk lol,1
call sweet baboo ho,1
btw dont ever bring past hoe wit yo ol lady took l h tryna semi honest smh,1
hoe know dude hit kim hoe week,1
remember played plaquemine amp kept calling whole team gay amp lydia said ill turn hoe fwm,1
wasnt saying yes kannon ghetto know like u look dumb,2
would dead upper cut bitch,1
maas mermaid sharkette pussy,1
nigga pussy smell like,1
new nip dropped today rii,2
cmon pussy,1
true miss yall man yall brother mikey starting chink lmfao,0
penske run nascar yellow there sponsor already wouldmakealottasense,2
defense trash he rocked jesus soto karass diego chaves,2
im bitch insomnia shit bed since midnight,1
waco ghetto hahaha wait til go pick nat austin tomorrow,2
someone sent month ago bitch,1
lmaooo coley whammmmed add swervee bitch,1
bitch dat low blow,1
bitch dat yo sahara desert as,1
bitch look white u,1
bitch kill yo self,1
bitch stop takin shit ooo hate u u dumb bitch,1
bitch watch tf u moose meat,1
didnt say thought u told delete deleted bitch,1
fuck u u dumb as bitch hoe,1
lol bitch u forcin glass water bitch u lil thirsty pus thang,1
bad bitch ayeee,1
yes bitch realize dat,1
damn son maybe didnt know ya piece tryna get pussy breh,1
nigga byeeeee lmfao ill dammed fag stole girl,1
didnt know whitetears blue yellow lessonoftheday,2
major league bitch,1
dat one ugly animal da monkey adorable,2
im goin expecting get slept faggot,1
hahaha thanks bitch,1
thisty hoe,1
bitch phone gonna die serious got hot pocket,1
hoe,1
damn bro p trash lol,1
found u fuck cock hard love dripping pussy,1
god wrote em think coon,1
hell idk pussy better golden,1
lmaoooo aye people person know lil rico got hoe hahaha,1
thought youd get hint know youre fake cunt delete fake account,1
youre fag,0
hoe really,1
guy think slang around bitch without offensive apparently,1
dont make draw like one franch bitch heffa,1
miss tupac rap offs hillbilly,2
cause load pussy get right,1
look yellow fever,2
cuz people work bitch shit talker yeah dude need girl night,1
haha yes niggah yesterday night idk man hit night like around morning didnt go sleep till like,1
see bro pussy change,1
wetback,0
yeah bitch hit get friend zoned brody,1
yeah right pussy,1
he cheating wetback,1
called kidd pussy something,1
couldnt find regular one faggot,1
like yo page want make da lovin white girl wit colored man watchin pullin weenis,1
cdfu bitch fried,1
make pussy making stupid internet threat youre child idk probably deserved,1
go buy bitch,1
shown tiny kitten dumb fucking cunt,1
plot twist faggot,1
brother tf negro,1
ready make stats test bitch,1
run cp community local cop treat ppl like trash hate make ppl think waste,2
showing yankee game arizona promo washington husky game bet would want business,2
people shit get shot like people hate dodge bullet karma bitch,1
mane yall niccas crazy af wiz old shit got niccas bitin style n errthan,1
chatt niccas love doin dat brah,1
lol hell ya dey think nicca der roadrunnin,1
bitch yu safe,1
view hacker level shoplifter bitch slapped lake held drowning harsh yeah hate,1
bet pull lease bitch,1
look ur avi u fag,1
bitch dennis,1
bitch dont b hypocrite,1
cuz gunna smoke u today u bitch tho,1
see thats gill green bitch as didnt help get school either yall still tournament,1
niggah though daniel lol,1
poop see im going ghetto talk wtf,1
im finna dm pic bruh hoe funny,1
nicca,1
yall niccas spark,1
wasnt training gook boy doe,2
nig fun watch got admit ebola boy speak broken spanish lol,0
bitch,1
im hoe,1
guess dumb bitch need drink time place fuck someone haha,1
laying bed bout pas gonna bitch,1
haha kiddin ya get fag come well go fishin shit,1
youre trash,2
pulled bulbasuar know im bout make yo girl pussy sore,1
bitch got blood dat hang la,1
fuck lil bitch prolly gotta lil dick,1
gotta keep bitch check,1
idiotic opinion like make poll less trash poll werent problem people integrity voting,2
look like fucking shrek bitch,0
choke bread bitch,1
ya girl slimy as hoe get control tell stop spraying bullshit mouth day,1
hell na he honky brah,1
get cunt,0
pussy,1
wuz making general statement ive never called u bitch,1
he still pogue though,2
available online soon didnt enough get anathema merch cracker need u,2
know hoe aint right,1
bitch shut fuck goddam slut bitch whore nigga,0
jk id fuck dog fuck fish pussy,0
ya cant real account dumb bitch go wams fucking bitch,1
nigga grow ball concentrate pussy,1
showing fairy blocked,2
rather believe man definition good u mock,2
dude pissed looking fucking died least im yoked ape,1
id sell anything people willing buy highly prostitute think pussy sell,1
support lesbian support faggot there difference,0
bitch as nigga rico,1
awe boy shirt tight bitch avi polo man turnt wrestler fat as lil boy,1
boy look like slave hoe,1
lmaoooo middle school knocking pussy earring shirt french toast,1
problem remembering quirk real bitch,1
giant trashtheir time,2
come hoe,1
perfect smoking weather haha bro aint even hood yet already got hoe trying say town,1
hoe shit bro rt x better rn nigga high,0
well dirty bird could middle finger since phallic giving bird necessarily wobblewibbler,2
bitch eh hahah,1
cant stand people get fucking amped especially whiny bitch even get scared,1
kendrick better papoose drake,2
nigga fuck plano school go hard bitch way better richardson,1
mixtape sell sole got banger,2
lucky sensible ive never fag drug im pleased statistic yes beer thats,1
cant even spell right brain ape,2
another black man anything monkey always monkey chicago idiot,1
idk gotta think cause bitch small shit,1
ugly as picture thanks bitch,1
might one dont bitch,1
couldnt care less bitch,1
fck dem bitch always got sum shit wit,1
pussy amp purp,1
hey bitch gonna talk shit tag quit bitch fuck car cause wont hold air dumbass,1
id hate feeling like faggot punk as hoe,0
wash butthole tongue little faggot,0
shut mouth little fuckin bitch,1
dirty little bitch,1
whatever fuck asshole theyre nigger look alike,0
little isi faggot usually bag head anyway make bullet placement interesting thru scope,0
lol tell dat white bitch said hey,1
im coming bitch,1
u knw homie show bitch love,1
rt mcrib bun contain chemical azodicarbonamide also used make yoga mat amp sol shoe,2
fag,0
ur mom pussy died slow death well good company virgin,1
purple amp pinkfor faggot want protectedby police instead bearing arm need,0
bitch like mean something,1
gotta atleast call bitch lol,1
fag,1
shut fag,0
ironic he trashcan hold trash everytime two cuddle burn,2
lol nigga real retard,1
shes bad bitch,1
smile like retard kid took till like th grade learned naturally smile,1
idgaf man fuck hoe nice look aint,1
ill show chug beer,2
bitch stayed loyal keeper bro,1
bitch,1
lmaooo black fag misread im blocking,1
thanks little fag,1
lmao yesterday hoe cute af lol,1
keeping hoe happy,1
bitch as,1
dont yell love evolutionary line despises trash buddy,2
soul departed traintheres soul musicjust hunger bitchesmoney fame,1
dude quit hyposhitical bitch ran downstairs cryingbegging tell anyone,1
lmaoo phone autocorrect like bitch,1
love juggling around love fast life im sure he already grinded amcon hoe well,1
hoe hoe hoe merry christmas,2
obama bitch speech pure politics mid term way destroy isi troop ground,1
hey dont dis basketball hoe,1
dis sellout nigguh still talking,1
god awful dude dorian eggplant black,2
man get around lot bunch hoe,1
whoa calling cunt,1
like retarded wutang clan,0
club ho,1
yasss bitch yassss deserve drake voice,1
ha booner twitter ha,2
bean u beaner,0
wouldnt know fag,0
yall gots betta machinery fo dat hanger ghetto,2
lmao ive always wanted skibust as im innat hoe fit,1
oh nab def easy may know believe im legendary curving pussy lol guilty pleasure,1
u sorry give racist platform w trash language dana ur intvw kindergarten level,2
enraged lb mike brown lethal weapon legshis hatred police amp whitey added fuel arsenal,0
lol shid got one boy as lonely bitch cuffed aint ya,1
wassup pussy,1
lmfao putting twitter see fat bitch,1
watch bitch nigga u gonna want whole team dead,1
hey bitch get show theyd perfect im kidding bitch part,1
hahahhaha mad bitch,1
apology oh wait fucking birthday bitch,1
tonight pussy,1
like back dare free fo cause whitey pay da fee,1
da whitey,1
thank lyric bitch gullible sleep music like aw u sweet let suck ur dick,1
wrong maybe dealing pussy dont put crap f telling f keep real,1
bitch,1
nig nog,1
lol lil bitch,1
damn coach aint never called back bitch as,1
bitch hallon,1
know right much retard,1
learned many retard find search trending topic,0
thats bias objective fact philly fan cunt,0
yasssss bitch yasssss,1
gonna bring though unless turning welt already like bubble wit pussy gotta pop itll gone,1
slide bad bitchdat bitch look good,1
boy u look like big bird sesame street,2
bitch dont even look like keep talking going fight,1
bitch im real nigga fuck u mean weak as nigga dont pretend someone im u shut shit fuk boy,1
